movie,year,genres,runtime_minutes,averagerating,numvotes,studio,domestic_gross,foreign_gross
In Time,2011,"['Action', 'Crime', 'Drama']",109.0,6.7,346077,Fox,37500000.0,136400000.0
Our Idiot Brother,2011,"['Comedy', 'Drama']",90.0,6.4,80738,Wein.,24800000.0,0.0
Ted,2012,"['Comedy', 'Fantasy']",106.0,6.9,538367,Uni.,218800000.0,330600000.0
"Love, Rosie",2014,"['Comedy', 'Romance']",102.0,7.2,104983,TFA,20400.0,25600000.0
The Patience Stone,2012,"['Drama', 'War']",102.0,7.1,4115,SPC,149000.0,0.0
The Man from U.N.C.L.E.,2015,"['Action', 'Adventure', 'Comedy']",116.0,7.3,240606,WB,45400000.0,64400000.0
Client 9: The Rise and Fall of Eliot Spitzer,2010,['Documentary'],117.0,7.4,2097,Magn.,189000.0,3500.0
The Armstrong Lie,2013,"['Biography', 'Documentary', 'Sport']",124.0,7.3,6850,SPC,383000.0,0.0
A Screaming Man,2010,['Drama'],92.0,6.7,1370,FM,9900.0,175000.0
Hobo with a Shotgun,2011,"['Action', 'Comedy', 'Horror']",86.0,6.1,41633,Magn.,703000.0,0.0
Jumping the Broom,2011,"['Comedy', 'Drama']",112.0,5.7,9089,TriS,37300000.0,415000.0
Inside Out,2011,"['Crime', 'Drama']",93.0,4.6,1566,BV,356500000.0,501100000.0
Rampart,2011,"['Crime', 'Drama']",108.0,5.8,22094,MNE,973000.0,0.0
Armadillo,2010,"['Documentary', 'War']",105.0,7.5,8906,Lorb.,14600.0,2000000.0
Terraferma,2011,['Drama'],88.0,6.8,2798,Cohen,20000.0,0.0
My Piece of the Pie,2011,"['Comedy', 'Drama']",109.0,5.8,1811,IFC,6900.0,0.0
Skin Trade,2014,"['Action', 'Crime', 'Thriller']",96.0,5.7,6942,Magn.,1200.0,0.0
The Art of Getting By,2011,"['Drama', 'Romance']",83.0,6.6,53682,FoxS,1400000.0,0.0
Inside Job,2010,"['Crime', 'Documentary']",109.0,8.3,65304,SPC,4300000.0,3600000.0
The Dictator,2012,['Comedy'],83.0,6.4,250976,Par.,59700000.0,119700000.0
"Life, Above All",2010,['Drama'],100.0,7.1,1243,SPC,134000.0,0.0
My Joy,2010,"['Adventure', 'Drama']",127.0,6.9,2013,KL,6300.0,0.0
Lights Out,2010,"['Drama', 'Mystery', 'Thriller']",87.0,6.4,971,WB (NL),67300000.0,81600000.0
How to Train Your Dragon 2,2014,"['Action', 'Adventure', 'Animation']",102.0,7.8,278205,Fox,177000000.0,444500000.0
The Names of Love,2010,"['Comedy', 'Drama', 'Romance']",100.0,7.2,7127,MBox,514000.0,4099999.0
Le Quattro Volte,2010,['Drama'],88.0,7.2,3354,Lorb.,153000.0,103000.0
The Double,2011,"['Action', 'Crime', 'Drama']",98.0,5.9,26994,Imag.,138000.0,3600000.0
Wrath of the Titans,2012,"['Action', 'Adventure', 'Fantasy']",99.0,5.7,172330,WB,83700000.0,221600000.0
Million Dollar Arm,2014,"['Biography', 'Drama', 'Sport']",124.0,7.0,41008,BV,36500000.0,2800000.0
Here Comes the Boom,2012,"['Action', 'Comedy', 'Sport']",105.0,6.4,81761,Sony,45300000.0,27800000.0
The Dark Tower,2017,"['Action', 'Adventure', 'Fantasy']",95.0,5.7,107518,Sony,50700000.0,62500000.0
The Impossible,2012,"['Drama', 'History', 'Thriller']",114.0,7.6,177762,LG/S,19000000.0,161300000.0
Vidal Sassoon: The Movie,2010,['Documentary'],90.0,6.5,223,P4,86000.0,38600.0
Diary of a Wimpy Kid: Rodrick Rules,2011,"['Comedy', 'Family']",99.0,6.6,23135,Fox,52700000.0,19700000.0
Super 8,2011,"['Mystery', 'Sci-Fi', 'Thriller']",112.0,7.0,320575,Par.,127000000.0,133100000.0
"Turn Me On, Dammit!",2011,"['Comedy', 'Romance']",76.0,6.3,8786,NYer,126000.0,0.0
I Wish,2011,['Drama'],128.0,7.4,5267,Magn.,146000.0,1400000.0
Kick-Ass 2,2013,"['Action', 'Comedy', 'Crime']",103.0,6.6,238832,Uni.,28800000.0,32000000.0
Mozart's Sister,2010,"['Biography', 'Drama', 'Music']",120.0,6.4,1392,MBox,708000.0,132000.0
Mental,2012,"['Comedy', 'Drama']",116.0,6.2,4670,Da.,17700.0,3600000.0
My Week with Marilyn,2011,"['Biography', 'Drama']",99.0,7.0,79337,Wein.,14600000.0,20500000.0
The Age of Adaline,2015,"['Drama', 'Fantasy', 'Romance']",112.0,7.2,138924,LGF,42600000.0,23000000.0
The Artist,2011,"['Comedy', 'Drama', 'Romance']",100.0,7.9,217184,Wein.,44700000.0,88800000.0
Wanderlust,2012,"['Comedy', 'Romance']",98.0,5.6,69081,Uni.,17500000.0,4200000.0
The Decoy Bride,2011,"['Comedy', 'Drama', 'Romance']",89.0,6.2,10018,IFC,800.0,0.0
Colombiana,2011,"['Action', 'Drama', 'Thriller']",108.0,6.4,87659,TriS,36700000.0,24300000.0
Freeheld,2015,"['Biography', 'Drama', 'Romance']",103.0,6.5,10534,LGF,573000.0,0.0
The Perks of Being a Wallflower,2012,['Drama'],103.0,8.0,422671,LG/S,17700000.0,15600000.0
Universal Soldier: Day of Reckoning,2012,"['Action', 'Horror', 'Mystery']",114.0,5.1,18206,Magn.,5500.0,364000.0
Our Children,2012,['Drama'],111.0,6.8,2516,Distrib.,23200.0,0.0
Their Finest,2016,"['Comedy', 'Drama', 'Romance']",117.0,6.8,15099,STX,3600000.0,0.0
Grudge Match,2013,"['Comedy', 'Drama', 'Sport']",113.0,6.4,54080,WB,29800000.0,15100000.0
Polisse,2011,"['Crime', 'Drama']",127.0,7.3,12506,IFC,211000.0,20200000.0
Fun Size,2012,"['Adventure', 'Comedy']",86.0,5.4,12926,Par.,9400000.0,2000000.0
The Revenant,2015,"['Action', 'Adventure', 'Biography']",156.0,8.0,621193,Fox,183600000.0,349300000.0
Life of Crime,2013,"['Comedy', 'Crime']",98.0,5.8,15768,RAtt.,265000.0,0.0
Chicken with Plums,2011,"['Comedy', 'Drama']",93.0,7.0,8310,SPC,254000.0,1200000.0
Pacific Rim,2013,"['Action', 'Adventure', 'Sci-Fi']",131.0,6.9,443667,WB,101800000.0,309200000.0
Pixels,2010,"['Action', 'Comedy']",100.0,4.6,54,Sony,78700000.0,166100000.0
"Happy, Happy",2010,"['Comedy', 'Drama']",85.0,6.5,2832,Magn.,45200.0,0.0
Cave of Forgotten Dreams,2010,"['Documentary', 'History']",90.0,7.4,14008,IFC,5300000.0,1200000.0
All Eyez on Me,2017,"['Biography', 'Drama', 'Music']",139.0,5.8,18541,LG/S,44900000.0,0.0
Vampires Suck,2010,['Comedy'],82.0,3.4,43984,Fox,36700000.0,43900000.0
Anchor Baby,2010,"['Drama', 'Thriller']",95.0,7.0,25,AGF,15800.0,161000.0
The Duff,2015,"['Comedy', 'Romance']",101.0,6.5,74486,LGF,34000000.0,9500000.0
Damsels in Distress,2011,"['Comedy', 'Drama', 'Romance']",99.0,5.7,8794,SPC,1000000.0,0.0
Mirror Mirror,2012,"['Adventure', 'Comedy', 'Drama']",106.0,5.6,79510,Rela.,64900000.0,118100000.0
I Hate Luv Storys,2010,"['Comedy', 'Drama', 'Romance']",129.0,5.7,6921,UTV,848000.0,14900000.0
Ice Age: Continental Drift,2012,"['Adventure', 'Animation', 'Comedy']",88.0,6.6,175601,Fox,161300000.0,715900000.0
This Is Not a Film,2011,['Documentary'],75.0,7.5,4313,PalT,77000.0,0.0
Sarah's Key,2010,"['Drama', 'War']",111.0,7.5,15067,Wein.,7700000.0,13400000.0
Now You See Me,2013,"['Crime', 'Mystery', 'Thriller']",115.0,7.3,553156,LG/S,117700000.0,234000000.0
The Sapphires,2012,"['Biography', 'Comedy', 'Drama']",103.0,7.0,12143,Wein.,2500000.0,18000000.0
All Together,2011,"['Comedy', 'Drama']",96.0,6.7,2663,KL,43200.0,7200000.0
Entourage,2015,['Comedy'],104.0,6.6,71519,WB,32400000.0,16900000.0
Hannah Arendt,2012,"['Biography', 'Drama']",113.0,7.1,9423,Zeit.,717000.0,0.0
Take Shelter,2011,"['Drama', 'Horror', 'Thriller']",121.0,7.4,83200,SPC,1700000.0,1400000.0
Ready Player One,2018,"['Action', 'Adventure', 'Sci-Fi']",140.0,7.5,301660,WB,137700000.0,445200000.0
Soldiers of Fortune,2012,"['Action', 'Thriller']",94.0,4.3,6765,RAtt.,38900.0,1500000.0
Trolls,2016,"['Adventure', 'Animation', 'Comedy']",92.0,6.5,63295,Fox,153700000.0,193200000.0
360,2011,"['Drama', 'Thriller']",110.0,6.2,15096,Magn.,100000.0,1600000.0
Klown,2010,['Comedy'],93.0,7.2,9372,Drft.,68800.0,12400000.0
Breathing,2011,['Drama'],94.0,7.0,2619,KL,4600.0,803000.0
Stoker,2013,"['Drama', 'Thriller']",99.0,6.8,97393,FoxS,1700000.0,10400000.0
The Tempest,2010,['Drama'],131.0,7.8,94,Mira.,278000.0,68700.0
Wagner & Me,2010,"['Biography', 'Documentary', 'History']",89.0,7.0,283,FRun,37700.0,41000.0
Detachment,2011,['Drama'],98.0,7.7,69559,Trib.,72700.0,0.0
Sleepless Night,2011,"['Action', 'Crime', 'Thriller']",103.0,6.7,4238,Trib.,3400.0,0.0
Welcome to the Punch,2013,"['Action', 'Crime', 'Thriller']",99.0,6.1,30538,IFC,9700.0,0.0
Circumstance,2011,['Drama'],107.0,5.9,7055,RAtt.,454000.0,0.0
Girl on a Bicycle,2013,"['Comedy', 'Drama', 'Romance']",101.0,6.2,1998,Mont.,91400.0,0.0
Inferno,2010,['Thriller'],100.0,6.3,50,Sony,34300000.0,185700000.0
Flying Swords of Dragon Gate,2011,"['Action', 'Adventure']",122.0,6.0,7295,IM,170000.0,0.0
Vampire Academy,2014,"['Action', 'Comedy', 'Drama']",104.0,5.5,49328,Wein.,7800000.0,7600000.0
Life in a Day,2011,"['Documentary', 'Drama']",95.0,7.7,14367,NGE,253000.0,0.0
You Ain't Seen Nothin' Yet,2012,"['Comedy', 'Drama']",115.0,6.4,1266,KL,18900.0,488000.0
Dark Horse,2011,"['Comedy', 'Drama']",86.0,5.9,5322,BM&DH,166000.0,0.0
Despicable Me 2,2013,"['Adventure', 'Animation', 'Comedy']",98.0,7.4,344230,Uni.,368100000.0,602700000.0
David Lynch: The Art Life,2016,"['Biography', 'Documentary']",88.0,7.2,4144,Jan.,171000.0,0.0
Return to the Hiding Place,2013,"['Drama', 'History', 'Thriller']",102.0,4.9,638,SEA,45400.0,0.0
Attenberg,2010,['Drama'],97.0,6.2,5462,Strand,24000.0,45900.0
Before I Fall,2017,"['Drama', 'Fantasy', 'Mystery']",98.0,6.4,39282,ORF,12200000.0,0.0
Planes,2013,"['Adventure', 'Animation', 'Comedy']",91.0,5.7,39870,BV,90300000.0,149000000.0
I Melt with You,2011,['Drama'],122.0,6.0,5570,Magn.,6400.0,0.0
The Way,2010,['Drama'],107.0,7.0,7,PDA,4400000.0,0.0
Eyes Wide Open,2010,"['Documentary', 'History']",110.0,8.7,17,NAV,26300.0,250000.0
The Guilt Trip,2012,"['Comedy', 'Drama']",95.0,5.8,33702,Par.,37100000.0,4700000.0
The Loneliest Planet,2011,['Thriller'],113.0,5.5,3577,IFC,130000.0,0.0
El Bulli: Cooking in Progress,2010,['Documentary'],108.0,6.3,1035,AM,237000.0,0.0
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,"['Comedy', 'Family']",81.0,6.2,37325,BV,67000000.0,34400000.0
Free Men,2011,"['Drama', 'History', 'Romance']",99.0,6.6,1226,FM,53800.0,564000.0
Beginning of the Great Revival,2011,"['Drama', 'History']",140.0,2.5,5538,CL,151000.0,58200000.0
The Young Karl Marx,2017,"['Biography', 'Drama', 'History']",118.0,6.6,4346,Orch.,126000.0,0.0
Sausage Party,2016,"['Adventure', 'Animation', 'Comedy']",89.0,6.2,159111,Sony,97700000.0,43000000.0
The Deep Blue Sea,2011,"['Drama', 'Romance']",98.0,6.3,13741,MBox,1100000.0,0.0
The Invisible Woman,2013,"['Biography', 'Drama', 'History']",111.0,6.2,8692,SPC,1200000.0,0.0
The Way He Looks,2014,"['Drama', 'Romance']",96.0,7.9,20160,Strand,101000.0,1100000.0
Casa de mi Padre,2012,"['Comedy', 'Western']",84.0,5.5,19170,LGF,5900000.0,2100000.0
Eisenstein in Guanajuato,2015,"['Biography', 'Comedy', 'Drama']",105.0,6.3,2286,Strand,34300.0,0.0
Safe Haven,2013,"['Drama', 'Romance', 'Thriller']",115.0,6.7,97055,Rela.,71300000.0,26200000.0
Justin Bieber: Never Say Never,2011,"['Documentary', 'Music']",105.0,1.6,74978,Par.,73000000.0,26000000.0
Genius,2016,"['Biography', 'Drama']",104.0,6.6,15611,RAtt.,1400000.0,4300000.0
Ek Main Aur Ekk Tu,2012,"['Comedy', 'Drama', 'Romance']",110.0,5.8,5997,UTV,1200000.0,0.0
Bernie,2011,"['Biography', 'Comedy', 'Crime']",99.0,6.8,53765,MNE,9200000.0,0.0
Tabloid,2010,"['Crime', 'Documentary']",87.0,7.1,6220,IFC,697000.0,0.0
Tezz,2012,"['Action', 'Crime', 'Thriller']",121.0,3.9,1951,Eros,230000.0,0.0
Every Secret Thing,2014,"['Crime', 'Drama', 'Mystery']",93.0,6.1,6294,SM,104000.0,0.0
Snowpiercer,2013,"['Action', 'Drama', 'Sci-Fi']",126.0,7.1,239264,RTWC,4600000.0,82200000.0
Every Thing Will Be Fine,2015,['Drama'],118.0,5.5,5438,IFC,9200.0,0.0
Lovely Molly,2011,"['Drama', 'Horror']",99.0,5.3,8821,Imag.,18500.0,0.0
Ready,2011,"['Action', 'Comedy']",145.0,4.8,13579,Eros,955000.0,0.0
The Whale,2011,['Documentary'],85.0,8.1,608,Pala.,81900.0,0.0
Joyful Noise,2012,"['Comedy', 'Drama', 'Music']",118.0,5.8,7575,WB,30900000.0,226000.0
Lola Versus,2012,['Comedy'],87.0,5.5,7966,FoxS,253000.0,0.0
Office Christmas Party,2016,['Comedy'],105.0,5.8,59253,Par.,54800000.0,59700000.0
11-11-11,2011,"['Horror', 'Mystery', 'Thriller']",90.0,4.0,11712,Rocket,32800.0,5700000.0
Alex Cross,2012,"['Action', 'Crime', 'Mystery']",101.0,5.1,30951,LG/S,25900000.0,8700000.0
Triple 9,2016,"['Crime', 'Thriller']",115.0,6.3,60369,ORF,12600000.0,10500000.0
The Bay,2012,"['Horror', 'Sci-Fi', 'Thriller']",84.0,5.6,23408,RAtt.,30700.0,0.0
Piranha 3DD,2012,"['Comedy', 'Horror']",83.0,3.7,37088,W/Dim.,377000.0,8100000.0
The Spectacular Now,2013,"['Comedy', 'Drama', 'Romance']",95.0,7.1,133887,A24,6900000.0,0.0
In the Land of Blood and Honey,2011,"['Drama', 'Romance', 'War']",127.0,4.4,32776,FD,304000.0,0.0
Midnight's Children,2012,['Drama'],146.0,6.2,2727,P/108,190000.0,0.0
Only Lovers Left Alive,2013,"['Comedy', 'Drama', 'Fantasy']",123.0,7.3,80984,SPC,1900000.0,0.0
We Are Family,2012,['Comedy'],100.0,5.0,259,UTV,638000.0,393000.0
Anna,2013,"['Drama', 'Mystery', 'Sci-Fi']",99.0,6.5,19733,VE,4300.0,0.0
10 Years,2011,"['Comedy', 'Drama', 'Romance']",100.0,6.1,22484,Anch.,203000.0,0.0
The Inbetweeners Movie,2011,['Comedy'],97.0,6.8,73217,WHE,36000.0,88000000.0
People Like Us,2012,"['Comedy', 'Drama']",114.0,7.1,39618,BV,12400000.0,0.0
My Worst Nightmare,2011,"['Comedy', 'Drama', 'Romance']",103.0,6.0,2530,Strand,22000.0,7100000.0
Another Happy Day,2011,"['Comedy', 'Drama']",119.0,6.0,3793,P4,8500.0,347000.0
Friends with Kids,2011,"['Comedy', 'Drama', 'Romance']",107.0,6.1,39339,RAtt.,7300000.0,5800000.0
Viva Riva!,2010,"['Crime', 'Drama', 'Thriller']",98.0,6.2,1054,MBox,61800.0,0.0
We're the Millers,2013,"['Comedy', 'Crime']",110.0,7.0,371759,WB (NL),150400000.0,119600000.0
Shame,2011,['Drama'],101.0,7.2,171353,FoxS,3900000.0,13800000.0
Beyond Outrage,2012,"['Action', 'Crime', 'Drama']",112.0,6.8,5027,Magn.,3900.0,16200000.0
Before I Go to Sleep,2014,"['Drama', 'Horror', 'Mystery']",92.0,6.3,64684,CE,3200000.0,12200000.0
Killer Joe,2011,"['Crime', 'Drama', 'Thriller']",102.0,6.7,67842,LD,2000000.0,1700000.0
Clandestine Childhood,2011,['Drama'],112.0,7.1,2152,IFC,9000.0,0.0
Absolutely Anything,2015,"['Comedy', 'Sci-Fi']",85.0,6.0,34859,ADC,20200.0,0.0
Scouts Guide to the Zombie Apocalypse,2015,"['Action', 'Comedy', 'Horror']",93.0,6.3,40479,Par.,3700000.0,12400000.0
Bohemian Rhapsody,2018,"['Biography', 'Drama', 'Music']",134.0,8.0,345466,Fox,216400000.0,687200000.0
Hara-Kiri: Death of a Samurai,2011,['Drama'],128.0,7.4,6636,Trib.,75700.0,3400000.0
Double Dhamaal,2011,"['Comedy', 'Crime', 'Drama']",138.0,3.8,3010,Relbig.,544000.0,0.0
Bol Bachchan,2012,"['Action', 'Comedy', 'Drama']",155.0,5.5,7359,FIP,1200000.0,27600000.0
Bodyguard,2011,"['Action', 'Comedy', 'Romance']",130.0,4.7,20318,Relbig.,1800000.0,0.0
Darling Companion,2012,"['Comedy', 'Drama', 'Romance']",103.0,5.1,3085,SPC,794000.0,0.0
The Zookeeper's Wife,2017,"['Biography', 'Drama', 'History']",127.0,7.0,32056,Focus,17600000.0,8600000.0
Ender's Game,2013,"['Action', 'Adventure', 'Fantasy']",114.0,6.6,211722,LG/S,61700000.0,63800000.0
Barely Lethal,2015,"['Action', 'Adventure', 'Comedy']",96.0,5.4,17473,A24,6100.0,0.0
Gone,2011,['Thriller'],95.0,5.1,563,LG/S,11700000.0,6400000.0
Khodorkovsky,2011,"['Biography', 'Documentary', 'Drama']",111.0,7.0,871,KL,39500.0,0.0
50/50,2010,['Documentary'],77.0,7.5,11,Sum.,35000000.0,4200000.0
No One Killed Jessica,2011,"['Biography', 'Crime', 'Drama']",136.0,7.2,10000,UTV,441000.0,193000.0
Eden,2012,"['Crime', 'Drama']",98.0,6.7,7709,BG,65500.0,0.0
Snow White and the Huntsman,2012,"['Action', 'Adventure', 'Drama']",127.0,6.1,258938,Uni.,155300000.0,241300000.0
"Oslo, August 31st",2011,['Drama'],95.0,7.7,17235,Strand,101000.0,0.0
Trollhunter,2010,"['Drama', 'Fantasy', 'Horror']",103.0,7.0,63470,Magn.,253000.0,3900000.0
Mere Brother Ki Dulhan,2011,"['Comedy', 'Family', 'Romance']",139.0,5.9,8285,Yash,496000.0,0.0
The Other Side,2011,['Crime'],105.0,8.2,10,FM,8100.0,0.0
Jersey Boys,2014,"['Biography', 'Drama', 'Music']",134.0,6.8,30410,WB,47000000.0,20600000.0
Your Sister's Sister,2011,"['Comedy', 'Drama']",90.0,6.7,24780,IFC,1600000.0,0.0
I Don't Know How She Does It,2011,"['Comedy', 'Romance']",89.0,4.9,18552,Wein.,9700000.0,20900000.0
The Mayor,2011,"['Comedy', 'Documentary', 'Drama']",68.0,8.9,49,WGUSA,96800.0,0.0
The Wall,2012,"['Drama', 'Fantasy', 'Mystery']",108.0,6.8,5484,RAtt.,1800000.0,2700000.0
The Tribe,2014,"['Crime', 'Drama']",126.0,7.1,9313,Drft.,151000.0,0.0
Blood Ties,2013,"['Action', 'Crime', 'Drama']",127.0,6.5,17771,ALP,2800.0,0.0
Hell and Back Again,2011,"['Action', 'Documentary', 'History']",88.0,6.5,2136,DF,40600.0,0.0
Jig,2011,"['Documentary', 'Musical']",99.0,6.7,318,Scre.,184000.0,0.0
Moonrise Kingdom,2012,"['Adventure', 'Comedy', 'Drama']",94.0,7.8,291750,Focus,45500000.0,22800000.0
Sound of My Voice,2011,"['Drama', 'Mystery', 'Sci-Fi']",85.0,6.6,19387,FoxS,408000.0,0.0
The Collection,2012,"['Action', 'Horror', 'Thriller']",82.0,6.1,42256,LD,6800000.0,0.0
A Dog's Purpose,2017,"['Adventure', 'Comedy', 'Drama']",100.0,7.1,53805,Uni.,64500000.0,140500000.0
Buck,2011,['Documentary'],88.0,7.6,3045,IFC,4000000.0,0.0
The Day I Saw Your Heart,2011,"['Comedy', 'Drama']",98.0,6.6,1419,FM,3500.0,2000000.0
Las Acacias,2011,['Drama'],82.0,6.9,2093,OutF,6000.0,0.0
Storm Surfers 3D,2012,"['Adventure', 'Documentary']",95.0,6.5,362,XL,117000.0,0.0
The Little Prince,2015,"['Adventure', 'Animation', 'Drama']",108.0,7.7,50015,EOne,1300000.0,96200000.0
You Will Be My Son,2011,"['Drama', 'Thriller']",102.0,6.9,963,Cohen,285000.0,3600000.0
The Day,2011,"['Action', 'Drama', 'Horror']",87.0,5.2,11732,Anch.,21000.0,0.0
Apartment 143,2011,"['Horror', 'Thriller']",80.0,5.1,10575,Magn.,400.0,426000.0
Jackie,2010,['Action'],126.0,7.1,1338,FoxS,14000000.0,0.0
Diana,2013,"['Biography', 'Drama', 'Romance']",113.0,5.5,17608,EOne,335000.0,21400000.0
Like Crazy,2011,"['Drama', 'Romance']",86.0,6.7,55841,ParV,3400000.0,336000.0
People Like Us,2010,['Drama'],55.0,6.4,13,BV,12400000.0,0.0
The Snowman,2017,"['Crime', 'Drama', 'Mystery']",119.0,5.1,47890,Uni.,6700000.0,36400000.0
This Is 40,2012,"['Comedy', 'Romance']",134.0,6.2,118862,Uni.,67500000.0,20500000.0
No One Lives,2012,"['Horror', 'Thriller']",86.0,6.0,16680,Anch.,74900.0,0.0
The First Time,2012,"['Comedy', 'Drama', 'Romance']",95.0,6.9,62589,Gold.,22800.0,0.0
Arbitrage,2012,"['Drama', 'Thriller']",107.0,6.6,46774,RAtt.,7900000.0,27600000.0
Killing Them Softly,2012,"['Crime', 'Thriller']",97.0,6.2,124086,Wein.,15000000.0,22900000.0
The Expendables 2,2012,"['Action', 'Adventure', 'Thriller']",103.0,6.6,277584,LGF,85000000.0,229900000.0
She's Funny That Way,2014,"['Comedy', 'Drama']",93.0,6.1,22179,LGP,112000.0,0.0
Silent House,2011,"['Drama', 'Horror', 'Mystery']",86.0,5.3,20831,ORF,12800000.0,347000.0
Shadow Dancer,2012,"['Drama', 'Thriller']",101.0,6.2,11465,Magn.,101000.0,319000.0
1911,2011,"['Action', 'Adventure', 'Drama']",121.0,5.9,5534,Vari.,136000.0,0.0
Apollo 18,2011,"['Horror', 'Mystery', 'Sci-Fi']",86.0,5.2,51427,W/Dim.,17700000.0,7900000.0
Danny Collins,2015,"['Biography', 'Comedy', 'Drama']",106.0,7.0,27435,BST,5600000.0,5200000.0
Nerve,2011,"['Comedy', 'Drama']",83.0,6.8,88,LGF,38600000.0,46700000.0
Wreck-It Ralph,2012,"['Adventure', 'Animation', 'Comedy']",101.0,7.7,344496,BV,189400000.0,281800000.0
Where Do We Go Now?,2011,"['Comedy', 'Drama']",110.0,7.5,10405,SPC,532000.0,0.0
Jiro Dreams of Sushi,2011,['Documentary'],81.0,7.9,30803,Magn.,2600000.0,0.0
Yamla Pagla Deewana,2011,"['Action', 'Comedy', 'Drama']",163.0,5.7,3660,Eros,993000.0,600000.0
Paranormal Activity 3,2011,"['Horror', 'Mystery', 'Thriller']",83.0,5.8,85689,Par.,104000000.0,103000000.0
Clown,2014,"['Drama', 'Fantasy', 'Horror']",100.0,5.7,19624,W/Dim.,55000.0,0.0
Anna Karenina,2012,"['Drama', 'Romance']",129.0,6.6,84668,Focus,12800000.0,56100000.0
Hands of Stone,2016,"['Action', 'Biography', 'Drama']",111.0,6.6,12851,Wein.,4700000.0,0.0
Jayne Mansfield's Car,2012,['Drama'],122.0,6.3,2686,Anch.,14800.0,0.0
No Escape,2015,"['Action', 'Thriller']",103.0,6.8,70222,Wein.,27300000.0,27100000.0
Widows,2011,"['Comedy', 'Drama']",100.0,6.3,484,Fox,42400000.0,33600000.0
Being Elmo: A Puppeteer's Journey,2011,['Documentary'],80.0,7.6,6435,SD,304000.0,0.0
The Salesman,2011,['Drama'],107.0,7.0,558,Cohen,2400000.0,0.0
Talaash,2012,"['Crime', 'Drama', 'Mystery']",140.0,7.3,36306,Relbig.,2900000.0,0.0
Kill List,2011,"['Crime', 'Drama', 'Horror']",95.0,6.4,32807,IFC,29100.0,143000.0
Pirates of the Caribbean: Dead Men Tell No Tales,2017,"['Action', 'Adventure', 'Fantasy']",129.0,6.6,228592,BV,172600000.0,622300000.0
The Maze Runner,2014,"['Action', 'Mystery', 'Sci-Fi']",113.0,6.8,387038,Fox,102400000.0,245900000.0
Zero Dark Thirty,2012,"['Drama', 'Thriller']",157.0,7.4,251072,Sony,95700000.0,37100000.0
The Campaign,2012,['Comedy'],85.0,6.1,118678,WB,86900000.0,18000000.0
Inherent Vice,2014,"['Comedy', 'Crime', 'Drama']",148.0,6.7,83346,WB,8100000.0,6600000.0
While We're Young,2014,"['Comedy', 'Drama', 'Mystery']",97.0,6.3,41327,A24,7600000.0,9700000.0
Cirque du Soleil: Worlds Away,2012,['Fantasy'],91.0,6.8,7643,Par.,12500000.0,21600000.0
Hit So Hard,2011,"['Biography', 'Documentary', 'Music']",103.0,6.9,619,Vari.,34000.0,0.0
From Up on Poppy Hill,2011,"['Animation', 'Drama', 'Family']",91.0,7.5,26531,GK,1000000.0,60000000.0
Rudderless,2014,"['Comedy', 'Drama', 'Music']",105.0,7.5,16303,Gold.,58300.0,0.0
Bad Santa 2,2016,"['Comedy', 'Crime', 'Drama']",92.0,5.6,20146,BG,17800000.0,0.0
Southpaw,2015,"['Drama', 'Sport']",124.0,7.4,199783,Wein.,52400000.0,39500000.0
American Hustle,2013,"['Crime', 'Drama']",138.0,7.2,418221,Sony,150100000.0,101100000.0
That Awkward Moment,2014,"['Comedy', 'Romance']",94.0,6.2,92148,Focus,26100000.0,14400000.0
Gold,2016,"['Adventure', 'Drama', 'Thriller']",120.0,6.7,50509,Wein.,7200000.0,7700000.0
Step Up Revolution,2012,"['Drama', 'Music', 'Romance']",99.0,6.5,51295,LG/S,35100000.0,105400000.0
Gotti,2018,"['Biography', 'Crime', 'Drama']",112.0,4.8,10358,VE,4300000.0,0.0
The Lady,2011,"['Biography', 'Drama', 'History']",132.0,7.1,9726,Cohen,355000.0,3400000.0
The Women on the 6th Floor,2010,['Comedy'],102.0,7.1,9167,Strand,720000.0,22500000.0
Mama,2010,['Drama'],50.0,4.5,6,Uni.,71600000.0,74800000.0
Son of God,2010,['Documentary'],80.0,6.8,13,Fox,59700000.0,8100000.0
Super,2010,['Drama'],140.0,8.1,1869,IFC,328000.0,0.0
Jackpot,2011,"['Action', 'Comedy', 'Crime']",86.0,6.6,2941,DR,800.0,1100000.0
Unbroken,2014,"['Biography', 'Drama', 'Sport']",137.0,7.2,129981,Uni.,115600000.0,47800000.0
Little Boy,2015,"['Drama', 'History', 'War']",106.0,7.4,20945,ORF,6500000.0,0.0
The Salt of Life,2011,"['Comedy', 'Romance']",90.0,6.3,1593,Zeit.,317000.0,1200000.0
Admission,2013,"['Comedy', 'Drama', 'Romance']",107.0,5.7,31849,Focus,18000000.0,0.0
Project Nim,2011,['Documentary'],93.0,7.4,7928,RAtt.,411000.0,0.0
Frank,2012,['Drama'],94.0,6.9,34,Magn.,645000.0,0.0
After Earth,2013,"['Action', 'Adventure', 'Drama']",100.0,4.8,181687,Sony,60500000.0,183300000.0
